	user_profile	user_name	original_comment_link	comment_title	product_color	a-size-mini 3	a-base 3	review-comment-total	product_score
24	https://www.amazon.fr/gp/profile/amzn1.account.AEFSA3NUHUCRGVKUGYEF6HG43WEQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8	raz le bol	https://www.amazon.fr/gp/customer-reviews/R2USJERWBN367R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Bof.Bof. Déçue	gris chiné	true	8 personnes ont trouvé cela utile	2	1
25	https://www.amazon.fr/gp/profile/amzn1.account.AGTORF7MLLVJQN3J6IWN4BD6MBUA/ref=cm_cr_getr_d_gw_btm?ie=UTF8	Guillaume	https://www.amazon.fr/gp/customer-reviews/R30RM7150MXC34/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Quel intérêt au final?	anthracite	true	6 personnes ont trouvé cela utile	0	2
26	https://www.amazon.fr/gp/profile/amzn1.account.AGRT4XDP5XJRA5E2S6HMARDXQCJA/ref=cm_cr_getr_d_gw_btm?ie=UTF8	dot	https://www.amazon.fr/gp/customer-reviews/R2UUZ3LFVOCMSL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Parfait	anthracite	true	6 personnes ont trouvé cela utile	0	5
27	https://www.amazon.fr/gp/profile/amzn1.account.AEQIMH5XWF5TS2ZFGZOLHZV5H4XQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8	Client d'Amazon	https://www.amazon.fr/gp/customer-reviews/R3Q9ML5VLTIZY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	La lune de miel n'a pas duré...	anthracite	true	5 personnes ont trouvé cela utile	0	1
28	https://www.amazon.fr/gp/profile/amzn1.account.AG2AWW75FUSBIE6ST7W5AHONXTFA/ref=cm_cr_getr_d_gw_btm?ie=UTF8	Legrand Jordan	https://www.amazon.fr/gp/customer-reviews/RY5RSB5NH2LZU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Très satisfait en général	sable	true	6 personnes ont trouvé cela utile	2	4
29	https://www.amazon.fr/gp/profile/amzn1.account.AHY677TIN3H2EU6PESCQW5FTMVRA/ref=cm_cr_getr_d_gw_btm?ie=UTF8	Gregoire KLEIN	https://www.amazon.fr/gp/customer-reviews/R33UV57EXZTRN7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Agréablement surpris	anthracite	true	6 personnes ont trouvé cela utile	0	4
30	https://www.amazon.fr/gp/profile/amzn1.account.AGVP3AZ2T5ZRY5NUGWK2XJZBMDVQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8	sophie basbayon	https://www.amazon.fr/gp/customer-reviews/R2CALBF6P19IA5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Un peu frustrant !	sable	true	6 personnes ont trouvé cela utile	0	2
31	https://www.amazon.fr/gp/profile/amzn1.account.AH3AS4ECIWH3O256XMIQ4VQZ24XQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8	Damien Marquis	https://www.amazon.fr/gp/customer-reviews/R32DZ7A6LQNTTE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	On est loin de l'enceinte intelligente	anthracite	true	7 personnes ont trouvé cela utile	0	1
32	https://www.amazon.fr/gp/profile/amzn1.account.AHJXZCEM67R3XPURDIUR2TP2Z5JA/ref=cm_cr_getr_d_gw_btm?ie=UTF8	cpattap	https://www.amazon.fr/gp/customer-reviews/RUENEKZFDUX4C/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Intéressant	anthracite	true	4 personnes ont trouvé cela utile	0	4
33	https://www.amazon.fr/gp/profile/amzn1.account.AEU5GYAGHJLXRUNP6ORLGNXTINRA/ref=cm_cr_getr_d_gw_btm?ie=UTF8	Julien R.S	https://www.amazon.fr/gp/customer-reviews/R2YLTXYZ8KYR4U/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Très bonne enceinte	sable	true	5 personnes ont trouvé cela utile	0	4
34	https://www.amazon.fr/gp/profile/amzn1.account.AEES44J56KW4U6NEASOE6JCWI57A/ref=cm_cr_getr_d_gw_btm?ie=UTF8	kevin 91	https://www.amazon.fr/gp/customer-reviews/R3UFSEK1FIGF38/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	A éviter	anthracite	true	4 personnes ont trouvé cela utile	0	2
35	https://www.amazon.fr/gp/profile/amzn1.account.AH2PQOH3633ZZBHEYLPDT5VYFR7Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8	Kévin	https://www.amazon.fr/gp/customer-reviews/RGP1PZNEROTSR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Bonne enceinte	anthracite	true	4 personnes ont trouvé cela utile	0	4
36	https://www.amazon.fr/gp/profile/amzn1.account.AELBOANXB6T6X3AXXSR4YVQO3SMA/ref=cm_cr_getr_d_gw_btm?ie=UTF8	Tromatik	https://www.amazon.fr/gp/customer-reviews/R3RI2A0GK8NCGG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Application complète. L'appareil que j'attendais avec impatience !!	anthracite	true	4 personnes ont trouvé cela utile	0	5
37	https://www.amazon.fr/gp/profile/amzn1.account.AHRLWNACPJT332E3HSKSZIFCJUTQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8	Phako	https://www.amazon.fr/gp/customer-reviews/R1S1EUJ5CWPJ4C/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Nul de chez nul installation impossible et application à vomir	sable	true	2 personnes ont trouvé cela utile	0	1
38	https://www.amazon.fr/gp/profile/amzn1.account.AGS7LUVPXFY5V4TXDESRX3QJ47CQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8	Steph. A.	https://www.amazon.fr/gp/customer-reviews/R2SRQUA96PW5JM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Impossible de m’en passer ! Super son !	anthracite	true	4 personnes ont trouvé cela utile	0	5
39	https://www.amazon.fr/gp/profile/amzn1.account.AH44BM4PD7WJ7SWX5SZNHE6P5CJA/ref=cm_cr_getr_d_gw_btm?ie=UTF8	Thomas MG	https://www.amazon.fr/gp/customer-reviews/R314YIMB6D9FZT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Déception	sable	true	3 personnes ont trouvé cela utile	0	4
40	https://www.amazon.fr/gp/profile/amzn1.account.AHWM3NI3IESRO5C76SY5IRJQFIZQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8	Renault Olivier	https://www.amazon.fr/gp/customer-reviews/R30AQU6XEWR7HG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Très bon qualité sonore mais un peu dure de la feuille	sable	true	4 personnes ont trouvé cela utile	0	3
41	https://www.amazon.fr/gp/profile/amzn1.account.AGP26QMR5RBTJRM6V3GET54URU6Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8	Aymeric	https://www.amazon.fr/gp/customer-reviews/R1ZMVC98O54I6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Enceinte + assistante = nouveau membre à la maison	sable	true	4 personnes ont trouvé cela utile	0	5
42	https://www.amazon.fr/gp/profile/amzn1.account.AFP52ROAWIR7ZPLF6KVMG6AAMEPA/ref=cm_cr_getr_d_gw_btm?ie=UTF8	sylvain	https://www.amazon.fr/gp/customer-reviews/R2KGCAL0T5QMQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Peut mieux faire	anthracite	true	4 personnes ont trouvé cela utile	0	3
43	https://www.amazon.fr/gp/profile/amzn1.account.AGXGQ7YLMN6JQSOUPWFCJ5F5A7FQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8	mb	https://www.amazon.fr/gp/customer-reviews/R1K1JWJOCECE0J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Produit sympa... quand ça fonctionne !	sable	true	4 personnes ont trouvé cela utile	2	1
44	https://www.amazon.fr/gp/profile/amzn1.account.AEYFTQB6FV4UG5Y2JF2PEOHOS4EQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8	Client d'Amazon	https://www.amazon.fr/gp/customer-reviews/R3AVJG820MK2KE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Bon produit, virement les évolutions	gris chiné	true	3 personnes ont trouvé cela utile	0	4
45	https://www.amazon.fr/gp/profile/amzn1.account.AGH6FBZRRZQX4SCLC7UE3MQUEZJA/ref=cm_cr_getr_d_gw_btm?ie=UTF8	Sauvage Raphael	https://www.amazon.fr/gp/customer-reviews/R17N2ADXZA7XXD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Mouais	anthracite	true	4 personnes ont trouvé cela utile	0	2
46	https://www.amazon.fr/gp/profile/amzn1.account.AE2I5J2R2IPK2FD6CJ6WZZVXZBRA/ref=cm_cr_getr_d_gw_btm?ie=UTF8	Titus	https://www.amazon.fr/gp/customer-reviews/RDAIQTI3BWBE6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Amusant, mais pas longtemps...	gris chiné	true	3 personnes ont trouvé cela utile	0	2
47	https://www.amazon.fr/gp/profile/amzn1.account.AETXP7XSW7YPAQXFUUDXARM2AFMQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8	MDC	https://www.amazon.fr/gp/customer-reviews/R3IOM614BODGE8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	ACHAT INUTILE	anthracite	true	4 personnes ont trouvé cela utile	0	1
48	https://www.amazon.fr/gp/profile/amzn1.account.AF7CKAA2KK3UDGQ4IBYYZ7M6NWSA/ref=cm_cr_getr_d_gw_btm?ie=UTF8	Maurice	https://www.amazon.fr/gp/customer-reviews/R1JGDFNHTZGXTO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Enceinte de qualité sonore plaisante, bibliothèque msuciale variée et un vrai assistant de tous les jours	anthracite	true	3 personnes ont trouvé cela utile	0	5
49	https://www.amazon.fr/gp/profile/amzn1.account.AGY42ARWO6WO4XLPOM636MXXRLRQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8	Rémi	https://www.amazon.fr/gp/customer-reviews/R38LPKU3DH1YX4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Inutilisable sans payer encore et encore	anthracite	true	3 personnes ont trouvé cela utile	0	2
50	https://www.amazon.fr/gp/profile/amzn1.account.AEI3IX2ZCSP2BBHI4QRFFCWC5QBA/ref=cm_cr_getr_d_gw_btm?ie=UTF8	Vincent	https://www.amazon.fr/gp/customer-reviews/RE5JNTI0Y8WLU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Gadget mais j'adore	anthracite	true	2 personnes ont trouvé cela utile	0	4
51	https://www.amazon.fr/gp/profile/amzn1.account.AFTAEZYNWDDEE3GO7HGUV64NL45Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8	Frédéric	https://www.amazon.fr/gp/customer-reviews/R2QVETJUL0KCWY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Attention à la compatibilité de votre Wi-Fi !!!	anthracite	true	2 personnes ont trouvé cela utile	0	2
52	https://www.amazon.fr/gp/profile/amzn1.account.AFY4GNMBHGXOQZEODV4AWH3YSJPA/ref=cm_cr_getr_d_gw_btm?ie=UTF8	delma	https://www.amazon.fr/gp/customer-reviews/R2H5N7EBO2K6I0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Peu de possibilité.	gris chiné	true	6 personnes ont trouvé cela utile	0	2
53	https://www.amazon.fr/gp/profile/amzn1.account.AEFL3MALASSRAUPLG4AQWNCE5ZHA/ref=cm_cr_getr_d_gw_btm?ie=UTF8	Guillaume Gielen	https://www.amazon.fr/gp/customer-reviews/R1Z3XP370G3WKB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Pas tout à fait satisfait.	sable	true	3 personnes ont trouvé cela utile	0	3
54	https://www.amazon.fr/gp/profile/amzn1.account.AGLP2TWNMO3NOYJJVUXRPF3VYUOA/ref=cm_cr_getr_d_gw_btm?ie=UTF8	Nicop	https://www.amazon.fr/gp/customer-reviews/RH0DK9HCGUHQB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Ne tient pas ses promesses	gris chiné	true	2 personnes ont trouvé cela utile	0	2
55	https://www.amazon.fr/gp/profile/amzn1.account.AEQWHVFPZGLFDFIW5DXHT7LKYNEQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8	KeroFr	https://www.amazon.fr/gp/customer-reviews/R2S8FNB4Y27V61/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Un léger manque de basse	anthracite	true	2 personnes ont trouvé cela utile	0	4
56	https://www.amazon.fr/gp/profile/amzn1.account.AGNTJOJHGHXBJLG2TETME7L7UUMA/ref=cm_cr_getr_d_gw_btm?ie=UTF8	WimmoW	https://www.amazon.fr/gp/customer-reviews/R22ZHL6R2VLHBA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	En pleine évolution.	anthracite	true	2 personnes ont trouvé cela utile	0	5
57	https://www.amazon.fr/gp/profile/amzn1.account.AEHYL3LZGGX6XMICWJ7BVVBIV7CQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8	Valherian	https://www.amazon.fr/gp/customer-reviews/R147ZO8QQMJ86Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Gadget, mais sympathique	sable	true	2 personnes ont trouvé cela utile	1	4
58	https://www.amazon.fr/gp/profile/amzn1.account.AFAIIBLGV4SZPMXZFTL2SB2GRFUQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8	ookami	https://www.amazon.fr/gp/customer-reviews/RUV2PPXYW9S4X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Très satsifait	sable	true	3 personnes ont trouvé cela utile	0	4
59	https://www.amazon.fr/gp/profile/amzn1.account.AH5QJ2IRFXSC32CMBINBMJFIH75A/ref=cm_cr_getr_d_gw_btm?ie=UTF8	Wetzel hugo	https://www.amazon.fr/gp/customer-reviews/R16YCQ195TNK4R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Grosse déception	sable	true	6 personnes ont trouvé cela utile	0	1
60	https://www.amazon.fr/gp/profile/amzn1.account.AHEWKLF3JTXVFGCB2WVMSUZTTDJQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8	Karmakao	https://www.amazon.fr/gp/customer-reviews/R3S2YVDYK97LVT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Une experience sympa et utile pour l'instant	anthracite	true	Une personne a trouvé cela utile	0	4
61	https://www.amazon.fr/gp/profile/amzn1.account.AEG4ZM5A7WXGYPI2PLEKJ53BGNHQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8	AUDIO S.	https://www.amazon.fr/gp/customer-reviews/R2221JNTKQMW0R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Fiabilité à revoir...	anthracite	true	2 personnes ont trouvé cela utile	0	2
62	https://www.amazon.fr/gp/profile/amzn1.account.AHYU7XIX5S3P5C63TR77HHOP4UIA/ref=cm_cr_getr_d_gw_btm?ie=UTF8	COCOLAPIN	https://www.amazon.fr/gp/customer-reviews/R17CLEU3ZM9SA9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	IMPOSSIBLE DE CONNECTER ECHO CHEZ MOI	anthracite	true	5 personnes ont trouvé cela utile	0	1
63	https://www.amazon.fr/gp/profile/amzn1.account.AGSG6RJOQXX37ZICF3FU7ISMAMEQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8	Rémi	https://www.amazon.fr/gp/customer-reviews/R1HXVP42PKH62I/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Perfectible, pas d'interactivité avec une IA	anthracite	true	Une personne a trouvé cela utile	0	3
64	https://www.amazon.fr/gp/profile/amzn1.account.AG3G6UTJXTVBIEHH6ZDLPPM3FQUQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8	Crazy CZ	https://www.amazon.fr/gp/customer-reviews/RL4F7LT248FXW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	Très bonne surprise	anthracite	true	2 personnes ont trouvé cela utile	0	5
65	https://www.amazon.fr/gp/profile/amzn1.account.AGBHQNEA2EEDMAH6732V4RZ3TT3Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8	Franck	https://www.amazon.fr/gp/customer-reviews/R2OLR3ZFZ9D4AR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079PNT5TK	nul	anthracite	true	5 personnes ont trouvé cela utile	0	1
